Rank,Athlete,Year,Team,Time,Distance,Points,Meet,Meet Date,Wind,Event,Conference,Gender,Event_ID
17,"Vezzosi, Emma",SR-4,Grove City,15.34,,,Bison Outdoor Classic,14-Apr-23,-0.4,100 Hurdles,AARTFC,Women,15
18,"Surowick, Allyson",SO-2,SUNY Geneseo,15.37,,,Geneseo Early Season Invitational,2-Apr-23,1.4,100 Hurdles,AARTFC,Women,15
19,"Regnante, Allison",SO-2,RIT,15.56,,,Bison Outdoor Classic,14-Apr-23,-0.6,100 Hurdles,AARTFC,Women,15
20,"Barber, Janyll",SR-4,Plattsburgh St.,15.58,,,Saints Ice Broken Open,1-Apr-23,4.6,100 Hurdles,AARTFC,Women,15
21,"Davis, Breannda",JR-3,Westminster (Pa.),15.59,,,Grove City College Mini Invita,5-Apr-23,-0.7,100 Hurdles,AARTFC,Women,15
1,"Morse, Brett",SR-4,Cortland St.,14.57,,,Bison Outdoor Classic,14-Apr-23,-0.8,110 Hurdles,AARTFC,Men,16
2,"Masser, Joey",JR-3,Susquehanna,14.6,,,2023 Susquehanna Easter Invite,8-Apr-23,2.3,110 Hurdles,AARTFC,Men,16
2,"Nkrumah, Kwaku",FR-1,Rowan,14.6,,,Larry Ellis Invitational 2023,14-Apr-23,-0.1,110 Hurdles,AARTFC,Men,16
4,"Young, Marquise",JR-3,Rowan,14.67,,,Larry Ellis Invitational 2023,14-Apr-23,-0.5,110 Hurdles,AARTFC,Men,16
5,"Agyemang, Jason",FR-1,Rowan,14.73,,,2023 Danny Curran Invitational,30-Mar-23,-1.4,110 Hurdles,AARTFC,Men,16
6,"Jones, Aaron",SR-4,Cortland St.,14.94,,,Bison Outdoor Classic,14-Apr-23,0.6,110 Hurdles,AARTFC,Men,16
7,"Oczkowski, Nate",SR-4,Ithaca,14.97,,,Bison Outdoor Classic,14-Apr-23,0.6,110 Hurdles,AARTFC,Men,16
8,"Patton, Jacob",SR-4,Westminster (Pa.),14.98,,,Grove City College Mini Invita,5-Apr-23,0.9,110 Hurdles,AARTFC,Men,16
9,"Geier, Erik",SO-2,St. Lawrence,15.05,,,Saints Ice Broken Open,1-Apr-23,4.3,110 Hurdles,AARTFC,Men,16
9,"Burns, Blake",SO-2,PSU-Behrend,15.05,,,2023 Mount Union John Homon Open,6-Apr-23,1.8,110 Hurdles,AARTFC,Men,16
11,"Brodnik, Peter",SR-4,Rochester,15.09,,,RIT Invitational,8-Apr-23,0.9,110 Hurdles,AARTFC,Men,16
12,"Engler, Jason",SR-4,TCNJ,15.11,,,2023 Messiah Multi/Invitational,13-Apr-23,0,110 Hurdles,AARTFC,Men,16
12,"Chatmon, Keith",JR-3,York (Pa.),15.11,,,Bison Outdoor Classic,14-Apr-23,0.5,110 Hurdles,AARTFC,Men,16
14,"Rich, Thomas",JR-3,Carnegie Mellon,15.12,,,2023 Carnegie Mellon Last Chance Meet,13-Apr-23,0.8,110 Hurdles,AARTFC,Men,16
15,"Smink, Carter",FR-1,Susquehanna,15.14,,,WCU Bill Butler Invitational,15-Apr-23,-1.3,110 Hurdles,AARTFC,Men,16
16,"Maloney, Daniel",JR-3,Ursinus,15.18,,,Larry Ellis Invitational 2023,14-Apr-23,-1.2,110 Hurdles,AARTFC,Men,16
17,"Murtha, Daniel",SO-2,Lebanon Valley,15.23,,,40th Millersville Metrics,31-Mar-23,5,110 Hurdles,AARTFC,Men,16
18,"Style, Brendan",SO-2,SUNY Geneseo,15.24,,,Brockport Multi & Invitational,14-Apr-23,0.6,110 Hurdles,AARTFC,Men,16
18,"Cataloni, David",SR-4,Springfield,15.24,,,Springfield College Classic,8-Apr-23,0.2,110 Hurdles,AARTFC,Men,16
20,"Lum, Gavin",FR-1,Stockton,15.25,,,Larry Ellis Invitational 2023,14-Apr-23,-1.2,110 Hurdles,AARTFC,Men,16
21,"Herr, Derek",JR-3,York (Pa.),15.27,,,Shippensburg University College Mid-Week Meet,19-Apr-23,0.8,110 Hurdles,AARTFC,Men,16
22,"Bois, Jason",FR-1,Union (N.Y.),15.34,,,RPI Under the Lights Invite 2023,14-Apr-23,0.5,110 Hurdles,AARTFC,Men,16
23,"Bulger, Ben",SO-2,Susquehanna,15.35,,,2023 Susquehanna Easter Invite,8-Apr-23,2.3,110 Hurdles,AARTFC,Men,16
24,"Miller, Ezra",SO-2,Susquehanna,15.37,,,WCU Bill Butler Invitational,15-Apr-23,-1.3,110 Hurdles,AARTFC,Men,16
25,"Jacobs, Bryan",SO-2,SUNY Geneseo,15.4,,,RIT Invitational,8-Apr-23,0.9,110 Hurdles,AARTFC,Men,16
26,"Lawrence, Michael",FR-1,Rowan,15.42,,,Oscar Moore Invitational 2023,8-Apr-23,0.5,110 Hurdles,AARTFC,Men,16
27,"Serp, Ryan",SR-4,Cortland St.,15.48,,,2023 Susquehanna Easter Invite,8-Apr-23,2.3,110 Hurdles,AARTFC,Men,16
27,"Gloskey, Jackson",FR-1,RIT,15.48,,,Geneseo Early Season Invitational,2-Apr-23,2.9,110 Hurdles,AARTFC,Men,16
29,"Lund, Aaron",FR-1,Nazareth,15.49,,,Geneseo Early Season Invitational,2-Apr-23,4,110 Hurdles,AARTFC,Men,16
30,"Bhambhwani, Anand",SO-2,PSU-Behrend,15.6,,,2023 Mount Union John Homon Open,6-Apr-23,2.1,110 Hurdles,AARTFC,Men,16
31,"Kamenski, Anthony",JR-3,Westminster (Pa.),15.61,,,Grove City College Mini Invita,5-Apr-23,0.9,110 Hurdles,AARTFC,Men,16
32,"Masser, Mathew",JR-3,Susquehanna,15.65,,,2023 Danny Curran Invitational,30-Mar-23,-0.4,110 Hurdles,AARTFC,Men,16
32,"McCauslin, Connor",SR-4,Nazareth,15.65,,,Geneseo Early Season Invitational,2-Apr-23,1.6,110 Hurdles,AARTFC,Men,16
32,"Stocken, Joseph",SR-4,Farmingdale St.,15.65,,,The Big Hurt,1-Apr-23,1.1,110 Hurdles,AARTFC,Men,16
35,"Nowlin, Micah",SO-2,Carnegie Mellon,15.8,,,2023 Carnegie Mellon Last Chance Meet,13-Apr-23,0.8,110 Hurdles,AARTFC,Men,16
1,"Jensen, Lance",SO-2,SUNY Geneseo,52.75,,,Brockport Multi & Invitational,14-Apr-23,,400 Hurdles,AARTFC,Men,17
2,"McGovern, Andrew",JR-3,Carnegie Mellon,52.83,,,Westminster Invitational 2023,8-Apr-23,,400 Hurdles,AARTFC,Men,17
3,"Patton, Jacob",SR-4,Westminster (Pa.),53.04,,,Grove City College Mini Invita,5-Apr-23,,400 Hurdles,AARTFC,Men,17
4,"Oczkowski, Nate",SR-4,Ithaca,53.23,,,Bison Outdoor Classic,14-Apr-23,,400 Hurdles,AARTFC,Men,17
5,"Lundy, Gabe",SR-4,Rochester,53.26,,,Duke Invitational,6-Apr-23,,400 Hurdles,AARTFC,Men,17
6,"Garske, Austin",JR-3,Cortland St.,53.86,,,Bison Outdoor Classic,14-Apr-23,,400 Hurdles,AARTFC,Men,17
7,"Goldszer, John",JR-3,SUNY Geneseo,54.22,,,Brockport Multi & Invitational,14-Apr-23,,400 Hurdles,AARTFC,Men,17
8,"Devito, Joe",SO-2,Rowan,54.29,,,Oscar Moore Invitational 2023,8-Apr-23,,400 Hurdles,AARTFC,Men,17
9,"Kamenski, Anthony",JR-3,Westminster (Pa.),54.55,,,Tomcat Invitational,15-Apr-23,,400 Hurdles,AARTFC,Men,17
10,"Hoare, Stephen",JR-3,SUNY Geneseo,54.79,,,Brockport Multi & Invitational,14-Apr-23,,400 Hurdles,AARTFC,Men,17
11,"Bulger, Ben",SO-2,Susquehanna,55.01,,,2023 Danny Curran Invitational,30-Mar-23,,400 Hurdles,AARTFC,Men,17
12,"Stocken, Joseph",SR-4,Farmingdale St.,55.36,,,The Big Hurt,1-Apr-23,,400 Hurdles,AARTFC,Men,17
13,"Rivera Sharp, Noah",SO-2,Rowan,55.6,,,2023 Danny Curran Invitational,30-Mar-23,,400 Hurdles,AARTFC,Men,17
14,"Harrington, Aidan",JR-3,Oswego State,55.69,,,Bison Outdoor Classic,14-Apr-23,,400 Hurdles,AARTFC,Men,17
15,"Dubac, Max",SR-4,Ramapo,55.94,,,Ramapo College Track & Field Invitational,31-Mar-23,,400 Hurdles,AARTFC,Men,17
16,"Stein, Max",SO-2,RIT,56.03,,,RIT Invitational,8-Apr-23,,400 Hurdles,AARTFC,Men,17
17,"Style, Brendan",SO-2,SUNY Geneseo,56.04,,,Brockport Multi & Invitational,14-Apr-23,,400 Hurdles,AARTFC,Men,17
18,"Coleman, Adam",SO-2,Delaware Valley,56.08,,,2023 Messiah Multi/Invitational,13-Apr-23,,400 Hurdles,AARTFC,Men,17
19,"Condon, Morgan",SR-4,SUNY Delhi,56.19,,,Bison Outdoor Classic,14-Apr-23,,400 Hurdles,AARTFC,Men,17
20,"Herr, Derek",JR-3,York (Pa.),56.58,,,2023 Danny Curran Invitational,30-Mar-23,,400 Hurdles,AARTFC,Men,17
21,"Masser, Mathew",JR-3,Susquehanna,56.62,,,2023 Danny Curran Invitational,30-Mar-23,,400 Hurdles,AARTFC,Men,17
22,"Root, Brandon",SO-2,Cortland St.,56.75,,,Bison Outdoor Classic,14-Apr-23,,400 Hurdles,AARTFC,Men,17
23,"Moyer, John",SR-4,Rochester,56.88,,,RIT Invitational,8-Apr-23,,400 Hurdles,AARTFC,Men,17
1,"Sawyer, Natalia",FR-1,Buffalo State,58.61,,,Bison Outdoor Classic,14-Apr-23,,400 Hurdles,AARTFC,Women,18
2,"Bruncaj, Eliza",SO-2,TCNJ,1:02,,,2023 95th Clyde Littlefield Texas Relays,29-Mar-23,,400 Hurdles,AARTFC,Women,18
3,"Barber, Janyll",SR-4,Plattsburgh St.,1:02,,,Cortland Red Dragon Open,8-Apr-23,,400 Hurdles,AARTFC,Women,18
4,"Shepardson, Gwen",SR-4,SUNY Geneseo,1:02,,,Brockport Multi & Invitational,14-Apr-23,,400 Hurdles,AARTFC,Women,18
5,"Becker, Samantha",SR-4,Cortland St.,1:04,,,Cortland Red Dragon Open,8-Apr-23,,400 Hurdles,AARTFC,Women,18
6,"Lodge, Molly",SO-2,Rowan,1:04,,,Oscar Moore Invitational 2023,8-Apr-23,,400 Hurdles,AARTFC,Women,18
7,"Purritano, Victoria",SR-4,TCNJ,1:04,,,2023 TCNJ Invitational,8-Apr-23,,400 Hurdles,AARTFC,Women,18
8,"Bell, Megan",SO-2,Rochester,1:05,,,Brockport Multi & Invitational,14-Apr-23,,400 Hurdles,AARTFC,Women,18
9,"Badillo, Sonialys",SR-4,Misericordia,1:05,,,2023 Messiah Multi/Invitational,13-Apr-23,,400 Hurdles,AARTFC,Women,18
10,"Liriano, Elizabeth",SR-4,Cortland St.,1:05,,,2023 Danny Curran Invitational,30-Mar-23,,400 Hurdles,AARTFC,Women,18
11,"Eckl, Janelle",SO-2,SUNY Geneseo,1:06,,,RIT Invitational,8-Apr-23,,400 Hurdles,AARTFC,Women,18
12,"Pecora, Luca",SO-2,Ithaca,1:06,,,Bison Outdoor Classic,14-Apr-23,,400 Hurdles,AARTFC,Women,18
13,"Petrolia, Emma",FR-1,Stockton,1:06,,,Ramapo College Track & Field Invitational,31-Mar-23,,400 Hurdles,AARTFC,Women,18
14,"Crisci, Samantha",FR-1,RIT,1:06,,,Bison Outdoor Classic,14-Apr-23,,400 Hurdles,AARTFC,Women,18
15,"Lenihan, Claire",SR-4,SUNY Geneseo,1:06,,,Brockport Multi & Invitational,14-Apr-23,,400 Hurdles,AARTFC,Women,18
16,"McClenahan, Mahon",SR-4,Rowan,1:07,,,2023 Danny Curran Invitational,30-Mar-23,,400 Hurdles,AARTFC,Women,18
17,"Yoder, Chloe",JR-3,Susquehanna,1:07,,,2023 Danny Curran Invitational,30-Mar-23,,400 Hurdles,AARTFC,Women,18
18,"Conklin, Deziree",SO-2,Marymount (Va.),1:07,,,Bison Outdoor Classic,14-Apr-23,,400 Hurdles,AARTFC,Women,18
19,"Arcese, Lorna",FR-1,Johns Hopkins,1:07,,,George Mason Ebanks Invitational,7-Apr-23,,400 Hurdles,AARTFC,Women,18
20,"Sensini, Clara",SR-4,Brockport St.,1:07,,,RIT Invitational,8-Apr-23,,400 Hurdles,AARTFC,Women,18
21,"Davis, Breannda",JR-3,Westminster (Pa.),1:07,,,Westminster Invitational 2023,8-Apr-23,,400 Hurdles,AARTFC,Women,18
22,"Mann, Payton",SO-2,York (Pa.),1:07,,,Bison Outdoor Classic,14-Apr-23,,400 Hurdles,AARTFC,Women,18
1,"Ruggles, Ezra",JR-3,SUNY Geneseo,8:59,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Men,19
2,"Sech, Elijah",SR-4,Carnegie Mellon,9:04,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Men,19
3,"Bierman, Jonthomas",JR-3,Oneonta,9:05,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Men,19
4,"Durdaller, David",JR-3,Carnegie Mellon,9:11,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Men,19
5,"Griffin, Noah",JR-3,Lebanon Valley,9:13,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Men,19
6,"Abell, Matthew",SO-2,St. Lawrence,9:17,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Men,19
7,"Christensen, Kevin",SR-4,TCNJ,9:17,,,Larry Ellis Invitational 2023,14-Apr-23,,3000 Steeplechase,AARTFC,Men,19
8,"Brignall, Hunter",JR-3,Cortland St.,9:23,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Men,19
9,"Oiler, Connor",FR-1,Johns Hopkins,9:26,,,2023 Colonial Relays,30-Mar-23,,3000 Steeplechase,AARTFC,Men,19
10,"Suflita, Paul",SR-4,Brockport St.,9:32,,,RIT Invitational,8-Apr-23,,3000 Steeplechase,AARTFC,Men,19
11,"Brunacini, Nathaniel",SR-4,Rochester,9:33,,,RIT Invitational,8-Apr-23,,3000 Steeplechase,AARTFC,Men,19
12,"Hughes, Max",SR-4,Rochester,9:33,,,RIT Invitational,8-Apr-23,,3000 Steeplechase,AARTFC,Men,19
13,"Teeter, Charlie",SO-2,Johns Hopkins,9:36,,,2023 Colonial Relays,30-Mar-23,,3000 Steeplechase,AARTFC,Men,19
14,"VanDemortel, Dillon",SR-4,Brockport St.,9:38,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Men,19
15,"McKeon, Shane",SR-4,Scranton,9:39,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Men,19
16,"McCann, Michael",FR-1,Marywood,9:41,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Men,19
17,"Kressly, Thomas",SO-2,Brockport St.,9:41,,,RIT Invitational,8-Apr-23,,3000 Steeplechase,AARTFC,Men,19
18,"Smith, Jared",SO-2,Brockport St.,9:42,,,Geneseo Early Season Invitational,2-Apr-23,,3000 Steeplechase,AARTFC,Men,19
19,"Larson, Jonas",SO-2,Johns Hopkins,9:44,,,2023 Colonial Relays,30-Mar-23,,3000 Steeplechase,AARTFC,Men,19
20,"Roselli, Anthony",SO-2,Alvernia,9:48,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Men,19
21,"Klein, Kody",SO-2,PSU-Behrend,9:50,,,Behrend Track and Field Invite 2023,16-Apr-23,,3000 Steeplechase,AARTFC,Men,19
22,"Mullen, Matthew",SO-2,Cortland St.,9:52,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Men,19
23,"Martin, Ryan",FR-1,Ursinus,9:52,,,Muhlenberg Outdoor Invitational,1-Apr-23,,3000 Steeplechase,AARTFC,Men,19
24,"Melao, Ronnie",JR-3,Stevens,9:52,,,Vassar April Invitational 2023,7-Apr-23,,3000 Steeplechase,AARTFC,Men,19
25,"Krenzer, Joseph",FR-1,RIT,9:54,,,RIT Invitational,8-Apr-23,,3000 Steeplechase,AARTFC,Men,19
1,"Stephenson, Sara",JR-3,Johns Hopkins,10:38,,,2023 Colonial Relays,30-Mar-23,,3000 Steeplechase,AARTFC,Women,20
2,"Hirschkind, Rachel",JR-3,SUNY Geneseo,10:39,,,Geneseo Early Season Invitational,2-Apr-23,,3000 Steeplechase,AARTFC,Women,20
3,"Coolican, Haylei",JR-3,St. Lawrence,11:03,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Women,20
4,"Grossman, Kaitlyn",SO-2,SUNY Geneseo,11:11,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Women,20
5,"Palumbo, Emma",SO-2,St. Lawrence,11:14,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Women,20
6,"Straub, Milana",SO-2,Marywood,11:20,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Women,20
7,"Cooney, Emily",SO-2,Widener,11:22,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Women,20
8,"Brennan, Ann",FR-1,SUNY Geneseo,11:31,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Women,20
9,"Marzec, Isabel",SO-2,SUNY Geneseo,11:32,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Women,20
10,"Castello, Rachel",SR-4,Cortland St.,11:34,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Women,20
11,"Poniktera, Amber",SO-2,Moravian,11:34,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Women,20
12,"Lyle, Ella",SO-2,Grove City,11:38,,,Tomcat Invitational,15-Apr-23,,3000 Steeplechase,AARTFC,Women,20
13,"Benninger, Katherine",JR-3,Rochester,11:42,,,RIT Invitational,8-Apr-23,,3000 Steeplechase,AARTFC,Women,20
14,"Goodman, Rachael",SO-2,Moravian,11:43,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Women,20
15,"Dailey, Veronica",JR-3,Brockport St.,11:43,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Women,20
16,"Weaver, Emily",SR-4,Nazareth,11:50,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Women,20
17,"Eisman, Kyla",FR-1,Ithaca,11:51,,,Cortland Red Dragon Open,8-Apr-23,,3000 Steeplechase,AARTFC,Women,20
18,"Brunell, Mirabel",FR-1,Springfield,11:53,,,Springfield College Classic,8-Apr-23,,3000 Steeplechase,AARTFC,Women,20
19,"Hastings, Bridget",SO-2,St. Lawrence,11:57,,,Bison Outdoor Classic,14-Apr-23,,3000 Steeplechase,AARTFC,Women,20
20,"Brotherton, Cooper",FR-1,Johns Hopkins,11:58,,,2023 Towson Spring Open,31-Mar-23,,3000 Steeplechase,AARTFC,Women,20
21,"Lin, Sab",SO-2,Rochester,12:01,,,Geneseo Early Season Invitational,2-Apr-23,,3000 Steeplechase,AARTFC,Women,20
22,"Estus, Haley",SO-2,DeSales,12:01,,,Dr. Jack M. Toms Alumni Invitational,24-Mar-23,,3000 Steeplechase,AARTFC,Women,20
23,"Overstrum, Betsy",JR-3,Hamilton,12:02,,,RPI Under the Lights Invite 2023,14-Apr-23,,3000 Steeplechase,AARTFC,Women,20
24,"Wolcott, Alexa",FR-1,SUNY Delhi,12:02,,,Cortland Upstate Alternative,15-Apr-23,,3000 Steeplechase,AARTFC,Women,20
25,"Carr, Savanna",SR-4,PSU-Behrend,12:03,,,Behrend Track and Field Invite 2023,16-Apr-23,,3000 Steeplechase,AARTFC,Women,20
1,"Love, Corcoran, Beasley, Agyemang",NA,Rowan,40.84,,,Larry Ellis Invitational 2023,14-Apr-23,,4 x 100 Relay,AARTFC,Men,21
2,"Weber, Scott, Penta, Regan",NA,Springfield,41.41,,,SILFEN INVITATIONAL 2023,14-Apr-23,,4 x 100 Relay,AARTFC,Men,21
3,"Morse, Jensen, Goring, Jones",NA,Cortland St.,41.53,,,Bison Outdoor Classic,14-Apr-23,,4 x 100 Relay,AARTFC,Men,21
4,"Boothby, Jensen, Rappazzo, Jacobs",NA,SUNY Geneseo,42.18,,,Geneseo Early Season Invitational,2-Apr-23,,4 x 100 Relay,AARTFC,Men,21
5,"Jain, Lundy, London, Eribo",NA,Rochester,42.46,,,Brockport Multi & Invitational,14-Apr-23,,4 x 100 Relay,AARTFC,Men,21
6,"Okuseinde, Ellington, Asamoah, Mins",NA,Hood,42.49,,,Shippensburg University College Mid-Week Meet,19-Apr-23,,4 x 100 Relay,AARTFC,Men,21
7,"McKeever, Patton, Kamenski, Beard",NA,Westminster (Pa.),42.55,,,Grove City College Mini Invita,5-Apr-23,,4 x 100 Relay,AARTFC,Men,21
8,"Stein, Jantzi, Wilson, Sardo",NA,RIT,42.56,,,Bison Outdoor Classic,14-Apr-23,,4 x 100 Relay,AARTFC,Men,21
9,"Eldridge, Summers, Raccioppi, Mack",NA,Stevenson,42.65,,,2023 Danny Curran Invitational,30-Mar-23,,4 x 100 Relay,AARTFC,Men,21
10,"Dyson, Blatt, Bulger, Davis",NA,Susquehanna,42.69,,,WCU Bill Butler Invitational,15-Apr-23,,4 x 100 Relay,AARTFC,Men,21
11,"Burleson, Holland, Belgrave, Schwab",NA,Elizabethtown,42.75,,,Bison Outdoor Classic,14-Apr-23,,4 x 100 Relay,AARTFC,Men,21
12,"Lodge, Gomez, Engler, Schmitt",NA,TCNJ,42.86,,,2023 95th Clyde Littlefield Texas Relays,29-Mar-23,,4 x 100 Relay,AARTFC,Men,21
13,"Gentile, Fisher, Moore, Latham",NA,Stockton,42.9,,,Ramapo College Track & Field Invitational,31-Mar-23,,4 x 100 Relay,AARTFC,Men,21
14,"Cabanban, Glover, Brito, Martin",NA,NYU,42.93,,,Mets Outdoor Track & Field Championships,8-Apr-23,,4 x 100 Relay,AARTFC,Men,21
15,"Winn, Sample, Marsowicz, Abdo",NA,Fredonia,42.96,,,RIT Invitational,8-Apr-23,,4 x 100 Relay,AARTFC,Men,21
16,"Wright, Hadasz, Tinney, Kain",NA,Utica,43.01,,,Utica Pioneer Spring Invite,7-Apr-23,,4 x 100 Relay,AARTFC,Men,21
17,"Fenstermaker, Gray, Shea, Sabastro",NA,Moravian,43.04,,,Muhlenberg Outdoor Invitational,1-Apr-23,,4 x 100 Relay,AARTFC,Men,21
18,"Garcia, Abarah, Jackson, Etienne",NA,New Jersey City,43.05,,,Dennis Craddock Coaches Classic,14-Apr-23,,4 x 100 Relay,AARTFC,Men,21
19,"Ibalio, Polk, Muslim Dost, McGrath",NA,Buffalo State,43.06,,,Bison Outdoor Classic,14-Apr-23,,4 x 100 Relay,AARTFC,Men,21
20,"Wilson, Dunlap, Eagan, Mitchell",NA,Grove City,43.08,,,Grove City College Mini Invita,5-Apr-23,,4 x 100 Relay,AARTFC,Men,21
21,"Hitchcock, Castro, Nye, Neuwirth",NA,Muhlenberg,43.13,,,2023 Messiah Multi/Invitational,13-Apr-23,,4 x 100 Relay,AARTFC,Men,21
22,"Garin, Halkias, Wong, Kelly",NA,Carnegie Mellon,43.23,,,Carnegie Mellon Track & Field Invitational,24-Mar-23,,4 x 100 Relay,AARTFC,Men,21
22,"Murtha, Smith, Linder, Sabo",NA,Lebanon Valley,43.23,,,York College Twilight Meet,5-Apr-23,,4 x 100 Relay,AARTFC,Men,21
24,"Panzer, Frank, D'Adetta, Oczkowski",NA,Ithaca,43.24,,,Muhlenberg Outdoor Invitational,1-Apr-23,,4 x 100 Relay,AARTFC,Men,21
25,"Florczak, Rudewicz-Nepokroeff, Rosa, Brumfield",NA,Alfred State,43.25,,,Brockport Multi & Invitational,14-Apr-23,,4 x 100 Relay,AARTFC,Men,21
26,"Darden, Cappiello, Stempin, Knowles",NA,Widener,43.32,,,WCU Bill Butler Invitational,15-Apr-23,,4 x 100 Relay,AARTFC,Men,21
27,"Jerome, Darrigo, Sands, Weiss",NA,Oneonta,43.49,,,2023 Hamilton College Continental Invitational,1-Apr-23,,4 x 100 Relay,AARTFC,Men,21
1,"Lorjuste, Broadway, Fadahunsi, Notarianni",NA,Rowan,47.42,,,Larry Ellis Invitational 2023,14-Apr-23,,4 x 100 Relay,AARTFC,Women,22
2,"Isaac, Bansbach, Heffernan, O'Connell",NA,Rochester,47.55,,,Brockport Multi & Invitational,14-Apr-23,,4 x 100 Relay,AARTFC,Women,22
3,"Kurbs, Shea, Lettsome, Franz",NA,St. John Fisher,48.01,,,Bison Outdoor Classic,14-Apr-23,,4 x 100 Relay,AARTFC,Women,22
4,"Alderfer, Rine, Krempa, Yoder",NA,Susquehanna,48.34,,,2023 Danny Curran Invitational,30-Mar-23,,4 x 100 Relay,AARTFC,Women,22
5,"MacLure, Bruncaj, Purritano, Riggins",NA,TCNJ,48.45,,,2023 95th Clyde Littlefield Texas Relays,29-Mar-23,,4 x 100 Relay,AARTFC,Women,22
6,"Koutsourades, Huba, Jacques, Shepardson",NA,SUNY Geneseo,48.49,,,Brockport Multi & Invitational,14-Apr-23,,4 x 100 Relay,AARTFC,Women,22
7,"Davis, Robinson, Giamoni, Byrne",NA,Moravian,48.63,,,Muhlenberg Outdoor Invitational,1-Apr-23,,4 x 100 Relay,AARTFC,Women,22
8,"Brown, Fackrell, Doherty, Andersen",NA,Springfield,48.77,,,Springfield College Classic,8-Apr-23,,4 x 100 Relay,AARTFC,Women,22
9,"Richards, Cole, Rodi, Whyte",NA,SUNY Delhi,48.9,,,Bison Outdoor Classic,14-Apr-23,,4 x 100 Relay,AARTFC,Women,22
10,"Massillon, Phillips, Hsu, Kadiri",NA,Johns Hopkins,48.94,,,George Mason Ebanks Invitational,7-Apr-23,,4 x 100 Relay,AARTFC,Women,22
11,"Reid, Conerly, Walsh, Akindele",NA,NYU,49.3,,,Mets Outdoor Track & Field Championships,8-Apr-23,,4 x 100 Relay,AARTFC,Women,22
12,"Sobczyk, LaBelle, Ross, Pittman",NA,Cortland St.,49.38,,,Bison Outdoor Classic,14-Apr-23,,4 x 100 Relay,AARTFC,Women,22
13,"Conley, Rudolph, Davis, Fatigati",NA,Westminster (Pa.),49.44,,,Westminster Invitational 2023,8-Apr-23,,4 x 100 Relay,AARTFC,Women,22
14,"Bostic, Levine, Wise, Montgomery",NA,Brockport St.,49.66,,,Bison Outdoor Classic,14-Apr-23,,4 x 100 Relay,AARTFC,Women,22
15,"Eu, Novak, Perez-Fry, Francis",NA,Vassar,49.84,,,Ramapo College Track & Field Invitational,31-Mar-23,,4 x 100 Relay,AARTFC,Women,22
16,"Velasquez, Bruce, Pecora, Gonzalez",NA,Ithaca,49.97,,,Cortland Red Dragon Open,8-Apr-23,,4 x 100 Relay,AARTFC,Women,22
17,"Burke, Ferullo, Gonzalez, Sharrow",NA,Scranton,50.16,,,Misericordia Twilight 2023,4-Apr-23,,4 x 100 Relay,AARTFC,Women,22
18,"Colteryahn, Lagerquist, Weinert, Vezzosi",NA,Grove City,50.24,,,Grove City College Mini Invita,5-Apr-23,,4 x 100 Relay,AARTFC,Women,22
19,"Conroy, Morrison, Apple, Washington",NA,Stockton,50.31,,,Osprey Open and Multi,7-Apr-23,,4 x 100 Relay,AARTFC,Women,22
20,"Lambert, Guner, Brodie, Cater",NA,Rutgers-Newark,50.47,,,2023 TCNJ Invitational,8-Apr-23,,4 x 100 Relay,AARTFC,Women,22
1,"Rappazzo, Goldszer, Jensen, Sheridan",NA,SUNY Geneseo,3:13,,,Brockport Multi & Invitational,14-Apr-23,,4 x 400 Relay,AARTFC,Men,23
